id,scenario_id,production_line,plant,customer,order_number,product_id,deadline,prod_need
41,200,ITU_L2,Itupeva,,,Pepsi,2026-12-07 06:00:00.000,"0,00"
42,200,TRE_L2,Tres Rios,,,Del_Valle_Laranja,2026-12-09 06:00:00.000,"885,34"
43,200,FRU_L2,Frutal,,,Guarana_Antarctica_Zero,2026-12-15 06:00:00.000,"954,85"
44,200,EXT_L2,Extrema,,,Kuat,2026-12-15 06:00:00.000,"974,70"
45,200,EXT_L2,Extrema,,,Heineken_Lata,2026-12-06 06:00:00.000,"850,58"
46,200,ITU_L1,Itupeva,,,Sprite,2026-12-12 06:00:00.000,"562,89"
47,200,GAM_L1,Gama,,,Budweiser_Lata,2026-12-09 06:00:00.000,"920,78"
48,200,FRU_L3,Frutal,,,Skol_Lata,2026-12-02 06:00:00.000,"1091,08"
49,200,FRU_L2,Frutal,,,Del_Valle_Laranja,2026-12-10 06:00:00.000,"1256,57"
50,200,GAM_L1,Gama,,,Del_Valle_Pessego,2026-12-08 06:00:00.000,"863,26"
51,200,TRE_L2,Tres Rios,,,Coca_Cola_Zero,2026-12-01 06:00:00.000,"593,06"
52,200,POU_L2,Pouso Alegre,,,Sprite_Zero,2026-12-10 06:00:00.000,"343,38"
53,200,GAM_L3,Gama,,,Fanta_Uva,2026-12-06 06:00:00.000,"985,81"
54,200,TRE_L2,Tres Rios,,,Guarana_Antarctica,2026-12-08 06:00:00.000,"560,22"
55,200,ALA_L1,Alagoinhas,,,Itubaina,2026-12-05 06:00:00.000,"1658,28"
56,200,GAM_L1,Gama,,,Budweiser_Lata,2026-12-07 06:00:00.000,"849,05"
57,200,ITU_L2,Itupeva,,,Itaipava_Lata,2026-12-13 06:00:00.000,"14,50"
58,200,POU_L2,Pouso Alegre,,,Itubaina,2026-12-07 06:00:00.000,"660,98"
59,200,POU_L1,Pouso Alegre,,,Stella_Artois_Pure_Gold,2026-12-07 06:00:00.000,"678,91"
60,200,EXT_L1,Extrema,,,Fanta_Laranja,2026-12-09 06:00:00.000,"1082,29"
61,200,VIA_L2,Viamao,,,Fanta_Laranja,2026-12-09 06:00:00.000,"1244,66"
62,200,TRE_L3,Tres Rios,,,Del_Valle_Pessego,2026-12-14 06:00:00.000,"781,13"
63,200,FRU_L1,Frutal,,,Pepsi_Black,2026-12-04 06:00:00.000,"399,34"
64,200,GAM_L3,Gama,,,Del_Valle_Laranja,2026-12-01 06:00:00.000,"879,95"
65,200,EXT_L3,Extrema,,,Pepsi,2026-12-02 06:00:00.000,"994,10"
66,200,GAM_L3,Gama,,,Fanta_Laranja,2026-12-04 06:00:00.000,"681,58"
67,200,VIA_L2,Viamao,,,Brahma_Lata,2026-12-01 06:00:00.000,"1611,87"
68,200,VIA_L2,Viamao,,,Antarctica_Lata,2026-12-08 06:00:00.000,"1785,31"
69,200,ITU_L2,Itupeva,,,Fanta_Uva,2026-12-08 06:00:00.000,"513,34"
70,200,POU_L1,Pouso Alegre,,,Maguary_Caju,2026-12-13 06:00:00.000,"478,40"
71,200,FRU_L2,Frutal,,,Coca_Cola,2026-12-05 06:00:00.000,"1412,15"
72,200,EXT_L3,Extrema,,,Guarana_Antarctica_Zero,2026-12-13 06:00:00.000,"1053,40"
73,200,GAM_L2,Gama,,,Coca_Cola_Zero,2026-12-07 06:00:00.000,"860,25"
74,200,TRE_L2,Tres Rios,,,Schweppes_Citrus,2026-12-08 06:00:00.000,"528,21"
75,200,EXT_L2,Extrema,,,Del_Valle_Pessego,2026-12-09 06:00:00.000,"1225,37"
76,200,JAC_L2,Jacarei,,,Sukita_Laranja,2026-12-01 06:00:00.000,"750,08"
77,200,EXT_L1,Extrema,,,Maguary_Caju,2026-12-01 06:00:00.000,"1062,11"
78,200,VIA_L2,Viamao,,,Eisenbahn_Pilsen,2026-12-02 06:00:00.000,"1684,89"
79,200,CAB_L3,Cabo de Santo Agostinho,,,Antarctica_Lata,2026-12-10 06:00:00.000,"905,48"
80,200,VIA_L1,Viamao,,,Fanta_Uva,2026-12-09 06:00:00.000,"1835,23"
81,200,ITU_L1,Itupeva,,,Stella_Artois_Pure_Gold,2026-12-08 06:00:00.000,"1084,43"
82,200,ALA_L3,Alagoinhas,,,Itaipava_Lata,2026-12-04 06:00:00.000,"2420,78"
83,200,GAM_L3,Gama,,,Itubaina,2026-12-15 06:00:00.000,"755,68"
84,200,TRE_L2,Tres Rios,,,Sukita_Laranja,2026-12-08 06:00:00.000,"784,55"
85,200,EXT_L3,Extrema,,,Skol_Lata,2026-12-11 06:00:00.000,"1180,84"
86,200,POU_L3,Pouso Alegre,,,Coca_Cola,2026-12-09 06:00:00.000,"596,46"
87,200,ITU_L3,Itupeva,,,Heineken_Lata,2026-12-01 06:00:00.000,"358,92"
88,200,ITU_L2,Itupeva,,,Coca_Cola,2026-12-15 06:00:00.000,"375,54"
89,200,VIA_L2,Viamao,,,Brahma_Lata,2026-12-04 06:00:00.000,"1607,69"
90,200,VIA_L1,Viamao,,,Sprite,2026-12-02 06:00:00.000,"1413,33"
91,200,JAC_L3,Jacarei,,,Coca_Cola,2026-12-10 06:00:00.000,"1494,75"
92,200,TRE_L3,Tres Rios,,,Coca_Cola_Zero,2026-12-07 06:00:00.000,"687,36"
93,200,GAM_L1,Gama,,,Pepsi_Black,2026-12-13 06:00:00.000,"717,51"
94,200,FRU_L2,Frutal,,,Spaten_Lata,2026-12-15 06:00:00.000,"1046,79"
95,200,FRU_L3,Frutal,,,Fanta_Laranja,2026-12-13 06:00:00.000,"1207,14"
96,200,POU_L2,Pouso Alegre,,,Heineken_Lata,2026-12-07 06:00:00.000,"646,88"
97,200,EXT_L2,Extrema,,,Sprite_Zero,2026-12-07 06:00:00.000,"1220,60"
98,200,VIA_L3,Viamao,,,Del_Valle_Uva,2026-12-14 06:00:00.000,"1341,46"
99,200,ITU_L2,Itupeva,,,Del_Valle_Uva,2026-12-09 06:00:00.000,"41,81"
100,200,FRU_L1,Frutal,,,Sprite,2026-12-01 06:00:00.000,"1191,02"
101,200,CAB_L3,Cabo de Santo Agostinho,,,Sukita_Laranja,2026-12-02 06:00:00.000,"1054,03"
102,200,JAC_L3,Jacarei,,,Schweppes_Citrus,2026-12-14 06:00:00.000,"1123,10"
103,200,JAC_L3,Jacarei,,,Budweiser_Lata,2026-12-02 06:00:00.000,"547,17"
104,200,ITU_L2,Itupeva,,,Heineken_Lata,2026-12-02 06:00:00.000,"793,78"
105,200,ALA_L1,Alagoinhas,,,Sukita_Laranja,2026-12-10 06:00:00.000,"1748,19"
106,200,TRE_L3,Tres Rios,,,Guarana_Antarctica,2026-12-07 06:00:00.000,"507,13"
107,200,CAB_L1,Cabo de Santo Agostinho,,,Sprite_Zero,2026-12-04 06:00:00.000,"1072,03"
108,200,FRU_L2,Frutal,,,Stella_Artois_Pure_Gold,2026-12-02 06:00:00.000,"1300,38"
109,200,JAC_L1,Jacarei,,,Coca_Cola_Zero,2026-12-04 06:00:00.000,"515,99"
110,200,VIA_L3,Viamao,,,Pepsi_Black,2026-12-01 06:00:00.000,"1362,66"
111,200,JAC_L2,Jacarei,,,Pepsi,2026-12-12 06:00:00.000,"920,23"
112,200,ITU_L3,Itupeva,,,Guarana_Antarctica_Zero,2026-12-15 06:00:00.000,"604,73"
113,200,TRE_L3,Tres Rios,,,Coca_Cola_Zero,2026-12-07 06:00:00.000,"630,36"
114,200,FRU_L2,Frutal,,,Guarana_Antarctica_Zero,2026-12-10 06:00:00.000,"890,21"
115,200,VIA_L3,Viamao,,,Itaipava_Lata,2026-12-07 06:00:00.000,"1623,01"
116,200,ITU_L2,Itupeva,,,Skol_Lata,2026-12-14 06:00:00.000,"329,27"
117,200,VIA_L2,Viamao,,,Guarana_Antarctica,2026-12-08 06:00:00.000,"1707,31"
118,200,ITU_L3,Itupeva,,,Eisenbahn_Pilsen,2026-12-13 06:00:00.000,"614,70"
119,200,POU_L1,Pouso Alegre,,,Coca_Cola_Zero,2026-12-15 06:00:00.000,"694,28"
120,200,ALA_L1,Alagoinhas,,,Eisenbahn_Pilsen,2026-12-10 06:00:00.000,"1898,21"
121,200,EXT_L1,Extrema,,,Itaipava_Lata,2026-12-01 06:00:00.000,"988,74"
122,200,ALA_L3,Alagoinhas,,,Schweppes_Citrus,2026-12-15 06:00:00.000,"1646,15"
123,200,ALA_L3,Alagoinhas,,,Brahma_Lata,2026-12-13 06:00:00.000,"1538,15"
124,200,VIA_L3,Viamao,,,Guarana_Antarctica_Zero,2026-12-05 06:00:00.000,"1781,46"
125,200,FRU_L3,Frutal,,,Del_Valle_Pessego,2026-12-12 06:00:00.000,"1512,59"
126,200,EXT_L3,Extrema,,,Maguary_Caju,2026-12-06 06:00:00.000,"1085,30"
127,200,POU_L1,Pouso Alegre,,,Sprite_Zero,2026-12-06 06:00:00.000,"498,22"
128,200,GAM_L2,Gama,,,Maguary_Caju,2026-12-05 06:00:00.000,"1103,05"
129,200,JAC_L3,Jacarei,,,Heineken_Lata,2026-12-04 06:00:00.000,"1119,22"
130,200,POU_L2,Pouso Alegre,,,Schweppes_Citrus,2026-12-02 06:00:00.000,"556,73"
131,200,ITU_L3,Itupeva,,,Kuat,2026-12-02 06:00:00.000,"599,01"
132,200,FRU_L3,Frutal,,,Pepsi_Black,2026-12-12 06:00:00.000,"737,92"
133,200,ITU_L1,Itupeva,,,Coca_Cola_Zero,2026-12-15 06:00:00.000,"276,36"
134,200,ITU_L2,Itupeva,,,Stella_Artois_Pure_Gold,2026-12-08 06:00:00.000,"1090,74"
135,200,POU_L1,Pouso Alegre,,,Pepsi,2026-12-05 06:00:00.000,"472,61"
136,200,VIA_L3,Viamao,,,Itubaina,2026-12-09 06:00:00.000,"1497,60"
137,200,CAB_L2,Cabo de Santo Agostinho,,,Budweiser_Lata,2026-12-09 06:00:00.000,"1058,75"
138,200,GAM_L1,Gama,,,Del_Valle_Uva,2026-12-09 06:00:00.000,"762,19"
139,200,VIA_L2,Viamao,,,Coca_Cola_Zero,2026-12-12 06:00:00.000,"1554,93"
140,200,CAB_L2,Cabo de Santo Agostinho,,,Fanta_Laranja,2026-12-03 06:00:00.000,"937,23"
141,200,VIA_L1,Viamao,,,Maguary_Maracuja,2026-12-11 06:00:00.000,"1740,71"
142,200,VIA_L1,Viamao,,,Maguary_Caju,2026-12-15 06:00:00.000,"1794,45"
143,200,VIA_L2,Viamao,,,Maguary_Caju,2026-12-02 06:00:00.000,"1559,07"
144,200,JAC_L1,Jacarei,,,Amstel_Lata,2026-12-03 06:00:00.000,"223,00"
145,200,JAC_L1,Jacarei,,,Del_Valle_Pessego,2026-12-12 06:00:00.000,"1016,47"
146,200,POU_L1,Pouso Alegre,,,Heineken_Lata,2026-12-04 06:00:00.000,"373,19"
147,200,EXT_L1,Extrema,,,Del_Valle_Pessego,2026-12-02 06:00:00.000,"1089,04"
148,200,VIA_L1,Viamao,,,Del_Valle_Laranja,2026-12-13 06:00:00.000,"1685,13"
149,200,JAC_L2,Jacarei,,,Maguary_Maracuja,2026-12-03 06:00:00.000,"891,38"
150,200,ITU_L2,Itupeva,,,Pepsi,2026-12-02 06:00:00.000,"702,27"
151,200,EXT_L3,Extrema,,,Del_Valle_Pessego,2026-12-07 06:00:00.000,"1272,38"
152,200,ITU_L1,Itupeva,,,Kuat,2026-12-15 06:00:00.000,"55,57"
153,200,ITU_L3,Itupeva,,,Del_Valle_Uva,2026-12-02 06:00:00.000,"313,68"
154,200,ALA_L1,Alagoinhas,,,Coca_Cola,2026-12-02 06:00:00.000,"1427,37"
155,200,ALA_L1,Alagoinhas,,,Del_Valle_Pessego,2026-12-12 06:00:00.000,"1369,72"
156,200,CAB_L1,Cabo de Santo Agostinho,,,Sukita_Laranja,2026-12-10 06:00:00.000,"1129,73"
157,200,POU_L1,Pouso Alegre,,,Sprite_Zero,2026-12-08 06:00:00.000,"523,45"
158,200,POU_L2,Pouso Alegre,,,Stella_Artois_Pure_Gold,2026-12-05 06:00:00.000,"491,06"
159,200,POU_L1,Pouso Alegre,,,Antarctica_Lata,2026-12-02 06:00:00.000,"465,85"
160,200,ALA_L2,Alagoinhas,,,Sprite_Zero,2026-12-04 06:00:00.000,"1618,38"
161,200,EXT_L1,Extrema,,,Del_Valle_Uva,2026-12-12 06:00:00.000,"791,98"
162,200,TRE_L2,Tres Rios,,,Guarana_Antarctica,2026-12-10 06:00:00.000,"592,53"
163,200,ALA_L1,Alagoinhas,,,Pepsi_Black,2026-12-08 06:00:00.000,"1256,70"
164,200,TRE_L3,Tres Rios,,,Fanta_Uva,2026-12-01 06:00:00.000,"384,36"
165,200,ITU_L2,Itupeva,,,Sukita_Laranja,2026-12-07 06:00:00.000,"493,86"
166,200,EXT_L3,Extrema,,,Amstel_Lata,2026-12-03 06:00:00.000,"1318,47"
167,200,TRE_L2,Tres Rios,,,Heineken_Lata,2026-12-06 06:00:00.000,"1200,83"
168,200,POU_L2,Pouso Alegre,,,H2OH_Limao,2026-12-06 06:00:00.000,"688,53"
169,200,ITU_L2,Itupeva,,,Brahma_Lata,2026-12-10 06:00:00.000,"605,21"
170,200,VIA_L2,Viamao,,,Skol_Lata,2026-12-09 06:00:00.000,"1458,28"
171,200,TRE_L1,Tres Rios,,,Del_Valle_Pessego,2026-12-04 06:00:00.000,"690,31"
172,200,GAM_L2,Gama,,,Sprite,2026-12-04 06:00:00.000,"814,22"
173,200,TRE_L3,Tres Rios,,,Sprite_Zero,2026-12-04 06:00:00.000,"747,23"
174,200,FRU_L2,Frutal,,,Itubaina,2026-12-02 06:00:00.000,"1273,23"
175,200,JAC_L2,Jacarei,,,Antarctica_Lata,2026-12-05 06:00:00.000,"702,36"
176,200,EXT_L1,Extrema,,,H2OH_Limao,2026-12-09 06:00:00.000,"982,64"
177,200,VIA_L1,Viamao,,,Eisenbahn_Pilsen,2026-12-02 06:00:00.000,"1471,56"
178,200,EXT_L3,Extrema,,,Schweppes_Citrus,2026-12-15 06:00:00.000,"1046,50"
179,200,TRE_L3,Tres Rios,,,Maguary_Maracuja,2026-12-02 06:00:00.000,"683,39"
180,200,GAM_L2,Gama,,,Guarana_Antarctica_Zero,2026-12-09 06:00:00.000,"872,52"
181,200,GAM_L3,Gama,,,Coca_Cola,2026-12-05 06:00:00.000,"899,97"
182,200,GAM_L1,Gama,,,Skol_Lata,2026-12-01 06:00:00.000,"830,61"
183,200,FRU_L1,Frutal,,,Del_Valle_Laranja,2026-12-14 06:00:00.000,"867,32"
184,200,CAB_L2,Cabo de Santo Agostinho,,,Pepsi,2026-12-15 06:00:00.000,"1089,46"
185,200,ALA_L3,Alagoinhas,,,Guarana_Antarctica_Zero,2026-12-15 06:00:00.000,"1938,40"
186,200,TRE_L3,Tres Rios,,,Guarana_Antarctica,2026-12-15 06:00:00.000,"558,06"
187,200,ALA_L1,Alagoinhas,,,Guarana_Antarctica_Zero,2026-12-14 06:00:00.000,"1326,52"
188,200,JAC_L1,Jacarei,,,Guarana_Antarctica_Zero,2026-12-15 06:00:00.000,"669,05"
189,200,EXT_L2,Extrema,,,Itaipava_Lata,2026-12-01 06:00:00.000,"1028,78"
190,200,JAC_L2,Jacarei,,,Del_Valle_Uva,2026-12-13 06:00:00.000,"488,01"
191,200,FRU_L1,Frutal,,,Itubaina,2026-12-12 06:00:00.000,"993,31"
192,200,POU_L3,Pouso Alegre,,,Guarana_Antarctica_Zero,2026-12-07 06:00:00.000,"635,07"
193,200,CAB_L2,Cabo de Santo Agostinho,,,Maguary_Caju,2026-12-04 06:00:00.000,"1064,19"
194,200,ITU_L2,Itupeva,,,Guarana_Antarctica,2026-12-13 06:00:00.000,"410,89"
195,200,JAC_L1,Jacarei,,,Schweppes_Citrus,2026-12-02 06:00:00.000,"938,27"
196,200,CAB_L2,Cabo de Santo Agostinho,,,Budweiser_Lata,2026-12-07 06:00:00.000,"1071,98"
197,200,VIA_L3,Viamao,,,Guarana_Antarctica_Zero,2026-12-03 06:00:00.000,"1432,42"
198,200,EXT_L3,Extrema,,,Pepsi,2026-12-15 06:00:00.000,"1166,47"
199,200,JAC_L2,Jacarei,,,H2OH_Limao,2026-12-08 06:00:00.000,"896,32"
200,200,VIA_L2,Viamao,,,Itaipava_Lata,2026-12-03 06:00:00.000,"1493,73"
201,200,GAM_L1,Gama,,,Kuat,2026-12-13 06:00:00.000,"941,04"
202,200,JAC_L2,Jacarei,,,Guarana_Antarctica_Zero,2026-12-07 06:00:00.000,"693,80"
203,200,POU_L3,Pouso Alegre,,,Antarctica_Lata,2026-12-13 06:00:00.000,"478,84"
204,200,POU_L1,Pouso Alegre,,,Guarana_Antarctica_Zero,2026-12-15 06:00:00.000,"510,51"
205,200,ITU_L1,Itupeva,,,Schweppes_Citrus,2026-12-15 06:00:00.000,"544,92"
206,200,POU_L2,Pouso Alegre,,,Sukita_Laranja,2026-12-02 06:00:00.000,"624,51"
207,200,JAC_L3,Jacarei,,,Skol_Lata,2026-12-08 06:00:00.000,"1014,61"
208,200,FRU_L3,Frutal,,,Pepsi,2026-12-03 06:00:00.000,"1258,28"
209,200,TRE_L2,Tres Rios,,,Itubaina,2026-12-01 06:00:00.000,"526,27"
210,200,ALA_L2,Alagoinhas,,,Del_Valle_Uva,2026-12-02 06:00:00.000,"2354,93"
211,200,VIA_L1,Viamao,,,Amstel_Lata,2026-12-06 06:00:00.000,"1268,81"
212,200,GAM_L3,Gama,,,Itaipava_Lata,2026-12-05 06:00:00.000,"1185,16"
213,200,VIA_L2,Viamao,,,Heineken_Lata,2026-12-11 06:00:00.000,"1337,05"
214,200,GAM_L1,Gama,,,Guarana_Antarctica_Zero,2026-12-11 06:00:00.000,"781,35"
215,200,CAB_L1,Cabo de Santo Agostinho,,,Sprite_Zero,2026-12-05 06:00:00.000,"1003,38"
216,200,CAB_L1,Cabo de Santo Agostinho,,,H2OH_Limao,2026-12-09 06:00:00.000,"1055,43"
217,200,TRE_L3,Tres Rios,,,Del_Valle_Laranja,2026-12-06 06:00:00.000,"776,66"
218,200,JAC_L1,Jacarei,,,Maguary_Caju,2026-12-04 06:00:00.000,"921,08"
219,200,TRE_L3,Tres Rios,,,Skol_Lata,2026-12-13 06:00:00.000,"785,32"
220,200,ITU_L1,Itupeva,,,Coca_Cola,2026-12-07 06:00:00.000,"1154,79"
221,200,TRE_L2,Tres Rios,,,Eisenbahn_Pilsen,2026-12-03 06:00:00.000,"423,22"
222,200,JAC_L2,Jacarei,,,Del_Valle_Laranja,2026-12-05 06:00:00.000,"827,36"
223,200,JAC_L3,Jacarei,,,Budweiser_Lata,2026-12-01 06:00:00.000,"369,24"
224,200,JAC_L1,Jacarei,,,Del_Valle_Uva,2026-12-03 06:00:00.000,"902,55"
225,200,JAC_L1,Jacarei,,,Coca_Cola_Zero,2026-12-14 06:00:00.000,"982,56"
226,200,ALA_L2,Alagoinhas,,,H2OH_Limao,2026-12-06 06:00:00.000,"1557,06"
227,200,POU_L1,Pouso Alegre,,,Fanta_Laranja,2026-12-15 06:00:00.000,"536,80"
228,200,JAC_L1,Jacarei,,,Pepsi,2026-12-03 06:00:00.000,"1358,75"
229,200,JAC_L2,Jacarei,,,Del_Valle_Pessego,2026-12-07 06:00:00.000,"706,28"
230,200,GAM_L2,Gama,,,Coca_Cola,2026-12-03 06:00:00.000,"1011,66"
231,200,POU_L2,Pouso Alegre,,,Pepsi,2026-12-15 06:00:00.000,"570,65"
232,200,ITU_L3,Itupeva,,,Heineken_Lata,2026-12-05 06:00:00.000,"917,97"
233,200,POU_L2,Pouso Alegre,,,Del_Valle_Laranja,2026-12-14 06:00:00.000,"523,99"
234,200,FRU_L2,Frutal,,,Sprite,2026-12-03 06:00:00.000,"716,54"
235,200,EXT_L3,Extrema,,,Antarctica_Lata,2026-12-01 06:00:00.000,"1107,98"
236,200,ALA_L3,Alagoinhas,,,Sukita_Laranja,2026-12-08 06:00:00.000,"1179,93"
237,200,EXT_L2,Extrema,,,Del_Valle_Laranja,2026-12-02 06:00:00.000,"1096,92"
238,200,VIA_L3,Viamao,,,Coca_Cola_Zero,2026-12-08 06:00:00.000,"1668,10"
239,200,CAB_L1,Cabo de Santo Agostinho,,,Itubaina,2026-12-01 06:00:00.000,"1074,01"
240,200,ALA_L3,Alagoinhas,,,Itaipava_Lata,2026-12-02 06:00:00.000,"1783,13"
241,200,TRE_L1,Tres Rios,,,Skol_Lata,2026-12-05 06:00:00.000,"893,65"
242,200,CAB_L2,Cabo de Santo Agostinho,,,Itaipava_Lata,2026-12-15 06:00:00.000,"1090,32"
243,200,ITU_L2,Itupeva,,,Guarana_Antarctica_Zero,2026-12-09 06:00:00.000,"389,84"
244,200,FRU_L3,Frutal,,,Antarctica_Lata,2026-12-04 06:00:00.000,"1113,86"
245,200,GAM_L2,Gama,,,Kuat,2026-12-09 06:00:00.000,"872,64"
246,200,POU_L3,Pouso Alegre,,,H2OH_Limao,2026-12-07 06:00:00.000,"608,08"
247,200,POU_L1,Pouso Alegre,,,Fanta_Laranja,2026-12-07 06:00:00.000,"490,27"
248,200,JAC_L1,Jacarei,,,Sprite_Zero,2026-12-05 06:00:00.000,"525,54"
249,200,ALA_L1,Alagoinhas,,,Eisenbahn_Pilsen,2026-12-15 06:00:00.000,"1842,27"
250,200,VIA_L3,Viamao,,,Del_Valle_Uva,2026-12-10 06:00:00.000,"1325,06"
251,200,GAM_L1,Gama,,,Brahma_Lata,2026-12-05 06:00:00.000,"894,73"
252,200,ALA_L1,Alagoinhas,,,Maguary_Caju,2026-12-14 06:00:00.000,"1418,82"
253,200,GAM_L3,Gama,,,Kuat,2026-12-02 06:00:00.000,"937,20"
254,200,ALA_L2,Alagoinhas,,,Skol_Lata,2026-12-06 06:00:00.000,"1490,91"
255,200,GAM_L1,Gama,,,Sprite_Zero,2026-12-11 06:00:00.000,"791,67"
256,200,VIA_L3,Viamao,,,Sprite_Zero,2026-12-09 06:00:00.000,"1538,31"
257,200,VIA_L1,Viamao,,,Coca_Cola_Zero,2026-12-12 06:00:00.000,"1396,37"
258,200,ITU_L1,Itupeva,,,Amstel_Lata,2026-12-13 06:00:00.000,"311,94"
259,200,TRE_L1,Tres Rios,,,Coca_Cola_Zero,2026-12-07 06:00:00.000,"380,86"
260,200,FRU_L3,Frutal,,,Fanta_Laranja,2026-12-10 06:00:00.000,"568,91"
261,200,ALA_L2,Alagoinhas,,,Budweiser_Lata,2026-12-04 06:00:00.000,"1502,37"
262,200,EXT_L1,Extrema,,,Stella_Artois_Pure_Gold,2026-12-14 06:00:00.000,"955,77"
263,200,TRE_L2,Tres Rios,,,Antarctica_Lata,2026-12-12 06:00:00.000,"634,52"
264,200,ALA_L1,Alagoinhas,,,Pepsi_Black,2026-12-10 06:00:00.000,"1668,62"
265,200,CAB_L1,Cabo de Santo Agostinho,,,Del_Valle_Laranja,2026-12-08 06:00:00.000,"1073,48"
266,200,GAM_L1,Gama,,,Sukita_Laranja,2026-12-03 06:00:00.000,"982,84"
267,200,EXT_L1,Extrema,,,Pepsi,2026-12-01 06:00:00.000,"1027,84"
268,200,ALA_L1,Alagoinhas,,,Sprite_Zero,2026-12-07 06:00:00.000,"1712,11"
269,200,POU_L2,Pouso Alegre,,,Del_Valle_Pessego,2026-12-03 06:00:00.000,"518,14"
270,200,ALA_L2,Alagoinhas,,,Fanta_Laranja,2026-12-06 06:00:00.000,"1686,63"
271,200,GAM_L2,Gama,,,Itubaina,2026-12-03 06:00:00.000,"903,93"
272,200,ITU_L1,Itupeva,,,Stella_Artois_Pure_Gold,2026-12-07 06:00:00.000,"415,86"
273,200,JAC_L2,Jacarei,,,Budweiser_Lata,2026-12-01 06:00:00.000,"756,03"
