id,scenario_id,production_line,plant,ref_date,rate,sku_size_shape
28,200,JAC_L2,Jacarei,2026-12-13 06:00:00.000,1494,12 Oz Standard
29,200,JAC_L2,Jacarei,2026-12-14 06:00:00.000,1551,12 Oz Standard
30,200,JAC_L2,Jacarei,2026-12-15 06:00:00.000,1571,12 Oz Standard
31,200,JAC_L3,Jacarei,2026-12-01 06:00:00.000,1570,12 Oz Standard
32,200,JAC_L3,Jacarei,2026-12-02 06:00:00.000,1605,12 Oz Standard
33,200,JAC_L3,Jacarei,2026-12-03 06:00:00.000,1703,12 Oz Standard
34,200,JAC_L3,Jacarei,2026-12-04 06:00:00.000,1555,12 Oz Standard
35,200,JAC_L3,Jacarei,2026-12-05 06:00:00.000,1494,12 Oz Standard
36,200,JAC_L3,Jacarei,2026-12-06 06:00:00.000,1696,12 Oz Standard
37,200,JAC_L3,Jacarei,2026-12-07 06:00:00.000,1621,12 Oz Standard
38,200,JAC_L3,Jacarei,2026-12-08 06:00:00.000,1590,12 Oz Standard
39,200,JAC_L3,Jacarei,2026-12-09 06:00:00.000,1694,12 Oz Standard
40,200,JAC_L3,Jacarei,2026-12-10 06:00:00.000,1615,12 Oz Standard
41,200,JAC_L3,Jacarei,2026-12-11 06:00:00.000,1687,12 Oz Standard
42,200,JAC_L3,Jacarei,2026-12-12 06:00:00.000,1680,12 Oz Standard
43,200,JAC_L3,Jacarei,2026-12-13 06:00:00.000,1741,12 Oz Standard
44,200,JAC_L3,Jacarei,2026-12-14 06:00:00.000,1607,12 Oz Standard
45,200,JAC_L3,Jacarei,2026-12-15 06:00:00.000,1541,12 Oz Standard
46,200,EXT_L1,Extrema,2026-12-01 06:00:00.000,1444,16 Oz Tall
47,200,EXT_L1,Extrema,2026-12-02 06:00:00.000,1757,16 Oz Tall
48,200,EXT_L1,Extrema,2026-12-03 06:00:00.000,1490,16 Oz Tall
49,200,EXT_L1,Extrema,2026-12-04 06:00:00.000,1540,16 Oz Tall
50,200,EXT_L1,Extrema,2026-12-05 06:00:00.000,1646,16 Oz Tall
51,200,EXT_L1,Extrema,2026-12-06 06:00:00.000,1608,16 Oz Tall
52,200,EXT_L1,Extrema,2026-12-07 06:00:00.000,1691,16 Oz Tall
53,200,EXT_L1,Extrema,2026-12-08 06:00:00.000,1489,16 Oz Tall
54,200,EXT_L1,Extrema,2026-12-09 06:00:00.000,1648,16 Oz Tall
55,200,EXT_L1,Extrema,2026-12-10 06:00:00.000,1597,16 Oz Tall
56,200,EXT_L1,Extrema,2026-12-11 06:00:00.000,1616,16 Oz Tall
57,200,EXT_L1,Extrema,2026-12-12 06:00:00.000,1588,16 Oz Tall
58,200,EXT_L1,Extrema,2026-12-13 06:00:00.000,1477,16 Oz Tall
59,200,EXT_L1,Extrema,2026-12-14 06:00:00.000,1685,16 Oz Tall
60,200,EXT_L1,Extrema,2026-12-15 06:00:00.000,1642,16 Oz Tall
61,200,EXT_L2,Extrema,2026-12-01 06:00:00.000,1567,16 Oz Tall
62,200,EXT_L2,Extrema,2026-12-02 06:00:00.000,1583,16 Oz Tall
63,200,EXT_L2,Extrema,2026-12-03 06:00:00.000,1575,16 Oz Tall
64,200,EXT_L2,Extrema,2026-12-04 06:00:00.000,1560,16 Oz Tall
65,200,EXT_L2,Extrema,2026-12-05 06:00:00.000,1608,16 Oz Tall
66,200,EXT_L2,Extrema,2026-12-06 06:00:00.000,1695,16 Oz Tall
67,200,EXT_L2,Extrema,2026-12-07 06:00:00.000,1611,16 Oz Tall
68,200,EXT_L2,Extrema,2026-12-08 06:00:00.000,1621,16 Oz Tall
69,200,EXT_L2,Extrema,2026-12-09 06:00:00.000,1709,16 Oz Tall
70,200,EXT_L2,Extrema,2026-12-10 06:00:00.000,1625,16 Oz Tall
71,200,EXT_L2,Extrema,2026-12-11 06:00:00.000,1614,16 Oz Tall
72,200,EXT_L2,Extrema,2026-12-12 06:00:00.000,1540,16 Oz Tall
73,200,EXT_L2,Extrema,2026-12-13 06:00:00.000,1609,16 Oz Tall
74,200,EXT_L2,Extrema,2026-12-14 06:00:00.000,1651,16 Oz Tall
75,200,EXT_L2,Extrema,2026-12-15 06:00:00.000,1579,16 Oz Tall
76,200,EXT_L3,Extrema,2026-12-01 06:00:00.000,1592,16 Oz Tall
77,200,EXT_L3,Extrema,2026-12-02 06:00:00.000,1523,16 Oz Tall
78,200,EXT_L3,Extrema,2026-12-03 06:00:00.000,1530,16 Oz Tall
79,200,EXT_L3,Extrema,2026-12-04 06:00:00.000,1686,16 Oz Tall
80,200,EXT_L3,Extrema,2026-12-05 06:00:00.000,1632,16 Oz Tall
81,200,EXT_L3,Extrema,2026-12-06 06:00:00.000,1744,16 Oz Tall
82,200,EXT_L3,Extrema,2026-12-07 06:00:00.000,1761,16 Oz Tall
83,200,EXT_L3,Extrema,2026-12-08 06:00:00.000,1444,16 Oz Tall
84,200,EXT_L3,Extrema,2026-12-09 06:00:00.000,1674,16 Oz Tall
85,200,EXT_L3,Extrema,2026-12-10 06:00:00.000,1501,16 Oz Tall
86,200,EXT_L3,Extrema,2026-12-11 06:00:00.000,1329,16 Oz Tall
87,200,EXT_L3,Extrema,2026-12-12 06:00:00.000,1584,16 Oz Tall
88,200,EXT_L3,Extrema,2026-12-13 06:00:00.000,1611,16 Oz Tall
89,200,EXT_L3,Extrema,2026-12-14 06:00:00.000,1693,16 Oz Tall
90,200,EXT_L3,Extrema,2026-12-15 06:00:00.000,1692,16 Oz Tall
91,200,TRE_L1,Tres Rios,2026-12-01 06:00:00.000,1624,9.1 Oz Sleek
92,200,TRE_L1,Tres Rios,2026-12-02 06:00:00.000,1636,9.1 Oz Sleek
93,200,TRE_L1,Tres Rios,2026-12-03 06:00:00.000,1573,9.1 Oz Sleek
94,200,TRE_L1,Tres Rios,2026-12-04 06:00:00.000,1635,9.1 Oz Sleek
95,200,TRE_L1,Tres Rios,2026-12-05 06:00:00.000,1519,9.1 Oz Sleek
96,200,TRE_L1,Tres Rios,2026-12-06 06:00:00.000,1522,9.1 Oz Sleek
97,200,TRE_L1,Tres Rios,2026-12-07 06:00:00.000,1660,9.1 Oz Sleek
98,200,TRE_L1,Tres Rios,2026-12-08 06:00:00.000,1713,9.1 Oz Sleek
99,200,TRE_L1,Tres Rios,2026-12-09 06:00:00.000,1642,9.1 Oz Sleek
100,200,TRE_L1,Tres Rios,2026-12-10 06:00:00.000,1637,9.1 Oz Sleek
101,200,TRE_L1,Tres Rios,2026-12-11 06:00:00.000,1668,9.1 Oz Sleek
102,200,TRE_L1,Tres Rios,2026-12-12 06:00:00.000,1611,9.1 Oz Sleek
103,200,TRE_L1,Tres Rios,2026-12-13 06:00:00.000,1578,9.1 Oz Sleek
104,200,TRE_L1,Tres Rios,2026-12-14 06:00:00.000,1501,9.1 Oz Sleek
105,200,TRE_L1,Tres Rios,2026-12-15 06:00:00.000,1497,9.1 Oz Sleek
106,200,TRE_L2,Tres Rios,2026-12-01 06:00:00.000,1533,9.1 Oz Sleek
107,200,TRE_L2,Tres Rios,2026-12-02 06:00:00.000,1585,9.1 Oz Sleek
108,200,TRE_L2,Tres Rios,2026-12-03 06:00:00.000,1554,9.1 Oz Sleek
109,200,TRE_L2,Tres Rios,2026-12-04 06:00:00.000,1783,9.1 Oz Sleek
110,200,TRE_L2,Tres Rios,2026-12-05 06:00:00.000,1578,9.1 Oz Sleek
111,200,TRE_L2,Tres Rios,2026-12-06 06:00:00.000,1624,9.1 Oz Sleek
112,200,TRE_L2,Tres Rios,2026-12-07 06:00:00.000,1606,9.1 Oz Sleek
113,200,TRE_L2,Tres Rios,2026-12-08 06:00:00.000,1545,9.1 Oz Sleek
114,200,TRE_L2,Tres Rios,2026-12-09 06:00:00.000,1573,9.1 Oz Sleek
115,200,TRE_L2,Tres Rios,2026-12-10 06:00:00.000,1660,9.1 Oz Sleek
116,200,TRE_L2,Tres Rios,2026-12-11 06:00:00.000,1554,9.1 Oz Sleek
117,200,TRE_L2,Tres Rios,2026-12-12 06:00:00.000,1730,9.1 Oz Sleek
118,200,TRE_L2,Tres Rios,2026-12-13 06:00:00.000,1642,9.1 Oz Sleek
119,200,TRE_L2,Tres Rios,2026-12-14 06:00:00.000,1702,9.1 Oz Sleek
120,200,TRE_L2,Tres Rios,2026-12-15 06:00:00.000,1655,9.1 Oz Sleek
121,200,TRE_L3,Tres Rios,2026-12-01 06:00:00.000,1643,9.1 Oz Sleek
122,200,TRE_L3,Tres Rios,2026-12-02 06:00:00.000,1649,9.1 Oz Sleek
123,200,TRE_L3,Tres Rios,2026-12-03 06:00:00.000,1647,9.1 Oz Sleek
124,200,TRE_L3,Tres Rios,2026-12-04 06:00:00.000,1608,9.1 Oz Sleek
125,200,TRE_L3,Tres Rios,2026-12-05 06:00:00.000,1612,9.1 Oz Sleek
126,200,TRE_L3,Tres Rios,2026-12-06 06:00:00.000,1691,9.1 Oz Sleek
127,200,TRE_L3,Tres Rios,2026-12-07 06:00:00.000,1525,9.1 Oz Sleek
128,200,TRE_L3,Tres Rios,2026-12-08 06:00:00.000,1597,9.1 Oz Sleek
129,200,TRE_L3,Tres Rios,2026-12-09 06:00:00.000,1678,9.1 Oz Sleek
130,200,TRE_L3,Tres Rios,2026-12-10 06:00:00.000,1497,9.1 Oz Sleek
131,200,TRE_L3,Tres Rios,2026-12-11 06:00:00.000,1673,9.1 Oz Sleek
132,200,TRE_L3,Tres Rios,2026-12-12 06:00:00.000,1599,9.1 Oz Sleek
133,200,TRE_L3,Tres Rios,2026-12-13 06:00:00.000,1661,9.1 Oz Sleek
134,200,TRE_L3,Tres Rios,2026-12-14 06:00:00.000,1452,9.1 Oz Sleek
135,200,TRE_L3,Tres Rios,2026-12-15 06:00:00.000,1546,9.1 Oz Sleek
136,200,ALA_L1,Alagoinhas,2026-12-01 06:00:00.000,1671,12 Oz Standard
137,200,ALA_L1,Alagoinhas,2026-12-02 06:00:00.000,1549,12 Oz Standard
138,200,ALA_L1,Alagoinhas,2026-12-03 06:00:00.000,1574,12 Oz Standard
139,200,ALA_L1,Alagoinhas,2026-12-04 06:00:00.000,1663,12 Oz Standard
140,200,ALA_L1,Alagoinhas,2026-12-05 06:00:00.000,1493,12 Oz Standard
141,200,ALA_L1,Alagoinhas,2026-12-06 06:00:00.000,1564,12 Oz Standard
142,200,ALA_L1,Alagoinhas,2026-12-07 06:00:00.000,1639,12 Oz Standard
143,200,ALA_L1,Alagoinhas,2026-12-08 06:00:00.000,1618,12 Oz Standard
144,200,ALA_L1,Alagoinhas,2026-12-09 06:00:00.000,1655,12 Oz Standard
145,200,ALA_L1,Alagoinhas,2026-12-10 06:00:00.000,1650,12 Oz Standard
146,200,ALA_L1,Alagoinhas,2026-12-11 06:00:00.000,1643,12 Oz Standard
147,200,ALA_L1,Alagoinhas,2026-12-12 06:00:00.000,1433,12 Oz Standard
148,200,ALA_L1,Alagoinhas,2026-12-13 06:00:00.000,1541,12 Oz Standard
149,200,ALA_L1,Alagoinhas,2026-12-14 06:00:00.000,1515,12 Oz Standard
150,200,ALA_L1,Alagoinhas,2026-12-15 06:00:00.000,1671,12 Oz Standard
151,200,ALA_L2,Alagoinhas,2026-12-01 06:00:00.000,1665,12 Oz Standard
152,200,ALA_L2,Alagoinhas,2026-12-02 06:00:00.000,1602,12 Oz Standard
153,200,ALA_L2,Alagoinhas,2026-12-03 06:00:00.000,1649,12 Oz Standard
154,200,ALA_L2,Alagoinhas,2026-12-04 06:00:00.000,1596,12 Oz Standard
155,200,ALA_L2,Alagoinhas,2026-12-05 06:00:00.000,1571,12 Oz Standard
156,200,ALA_L2,Alagoinhas,2026-12-06 06:00:00.000,1663,12 Oz Standard
157,200,ALA_L2,Alagoinhas,2026-12-07 06:00:00.000,1488,12 Oz Standard
158,200,ALA_L2,Alagoinhas,2026-12-08 06:00:00.000,1578,12 Oz Standard
159,200,ALA_L2,Alagoinhas,2026-12-09 06:00:00.000,1714,12 Oz Standard
160,200,ALA_L2,Alagoinhas,2026-12-10 06:00:00.000,1695,12 Oz Standard
161,200,ALA_L2,Alagoinhas,2026-12-11 06:00:00.000,1672,12 Oz Standard
162,200,ALA_L2,Alagoinhas,2026-12-12 06:00:00.000,1567,12 Oz Standard
163,200,ALA_L2,Alagoinhas,2026-12-13 06:00:00.000,1559,12 Oz Standard
164,200,ALA_L2,Alagoinhas,2026-12-14 06:00:00.000,1643,12 Oz Standard
165,200,ALA_L2,Alagoinhas,2026-12-15 06:00:00.000,1459,12 Oz Standard
166,200,ALA_L3,Alagoinhas,2026-12-01 06:00:00.000,1567,12 Oz Standard
167,200,ALA_L3,Alagoinhas,2026-12-02 06:00:00.000,1419,12 Oz Standard
168,200,ALA_L3,Alagoinhas,2026-12-03 06:00:00.000,1582,12 Oz Standard
169,200,ALA_L3,Alagoinhas,2026-12-04 06:00:00.000,1577,12 Oz Standard
170,200,ALA_L3,Alagoinhas,2026-12-05 06:00:00.000,1539,12 Oz Standard
171,200,ALA_L3,Alagoinhas,2026-12-06 06:00:00.000,1758,12 Oz Standard
172,200,ALA_L3,Alagoinhas,2026-12-07 06:00:00.000,1569,12 Oz Standard
173,200,ALA_L3,Alagoinhas,2026-12-08 06:00:00.000,1554,12 Oz Standard
174,200,ALA_L3,Alagoinhas,2026-12-09 06:00:00.000,1534,12 Oz Standard
175,200,ALA_L3,Alagoinhas,2026-12-10 06:00:00.000,1713,12 Oz Standard
176,200,ALA_L3,Alagoinhas,2026-12-11 06:00:00.000,1687,12 Oz Standard
177,200,ALA_L3,Alagoinhas,2026-12-12 06:00:00.000,1504,12 Oz Standard
178,200,ALA_L3,Alagoinhas,2026-12-13 06:00:00.000,1438,12 Oz Standard
179,200,ALA_L3,Alagoinhas,2026-12-14 06:00:00.000,1593,12 Oz Standard
180,200,ALA_L3,Alagoinhas,2026-12-15 06:00:00.000,1464,12 Oz Standard
181,200,FRU_L1,Frutal,2026-12-01 06:00:00.000,1549,16 Oz Tall
182,200,FRU_L1,Frutal,2026-12-02 06:00:00.000,1698,16 Oz Tall
183,200,FRU_L1,Frutal,2026-12-03 06:00:00.000,1533,16 Oz Tall
184,200,FRU_L1,Frutal,2026-12-04 06:00:00.000,1680,16 Oz Tall
185,200,FRU_L1,Frutal,2026-12-05 06:00:00.000,1599,16 Oz Tall
186,200,FRU_L1,Frutal,2026-12-06 06:00:00.000,1559,16 Oz Tall
187,200,FRU_L1,Frutal,2026-12-07 06:00:00.000,1537,16 Oz Tall
188,200,FRU_L1,Frutal,2026-12-08 06:00:00.000,1520,16 Oz Tall
189,200,FRU_L1,Frutal,2026-12-09 06:00:00.000,1681,16 Oz Tall
190,200,FRU_L1,Frutal,2026-12-10 06:00:00.000,1641,16 Oz Tall
191,200,FRU_L1,Frutal,2026-12-11 06:00:00.000,1682,16 Oz Tall
192,200,FRU_L1,Frutal,2026-12-12 06:00:00.000,1569,16 Oz Tall
193,200,FRU_L1,Frutal,2026-12-13 06:00:00.000,1526,16 Oz Tall
194,200,FRU_L1,Frutal,2026-12-14 06:00:00.000,1579,16 Oz Tall
195,200,FRU_L1,Frutal,2026-12-15 06:00:00.000,1559,16 Oz Tall
196,200,FRU_L2,Frutal,2026-12-01 06:00:00.000,1615,16 Oz Tall
197,200,FRU_L2,Frutal,2026-12-02 06:00:00.000,1551,16 Oz Tall
198,200,FRU_L2,Frutal,2026-12-03 06:00:00.000,1750,16 Oz Tall
199,200,FRU_L2,Frutal,2026-12-04 06:00:00.000,1636,16 Oz Tall
200,200,FRU_L2,Frutal,2026-12-05 06:00:00.000,1679,16 Oz Tall
201,200,FRU_L2,Frutal,2026-12-06 06:00:00.000,1533,16 Oz Tall
202,200,FRU_L2,Frutal,2026-12-07 06:00:00.000,1471,16 Oz Tall
203,200,FRU_L2,Frutal,2026-12-08 06:00:00.000,1539,16 Oz Tall
204,200,FRU_L2,Frutal,2026-12-09 06:00:00.000,1563,16 Oz Tall
205,200,FRU_L2,Frutal,2026-12-10 06:00:00.000,1563,16 Oz Tall
206,200,FRU_L2,Frutal,2026-12-11 06:00:00.000,1569,16 Oz Tall
207,200,FRU_L2,Frutal,2026-12-12 06:00:00.000,1682,16 Oz Tall
208,200,FRU_L2,Frutal,2026-12-13 06:00:00.000,1716,16 Oz Tall
209,200,FRU_L2,Frutal,2026-12-14 06:00:00.000,1535,16 Oz Tall
210,200,FRU_L2,Frutal,2026-12-15 06:00:00.000,1747,16 Oz Tall
211,200,FRU_L3,Frutal,2026-12-01 06:00:00.000,1532,16 Oz Tall
212,200,FRU_L3,Frutal,2026-12-02 06:00:00.000,1625,16 Oz Tall
213,200,FRU_L3,Frutal,2026-12-03 06:00:00.000,1643,16 Oz Tall
214,200,FRU_L3,Frutal,2026-12-04 06:00:00.000,1655,16 Oz Tall
215,200,FRU_L3,Frutal,2026-12-05 06:00:00.000,1664,16 Oz Tall
216,200,FRU_L3,Frutal,2026-12-06 06:00:00.000,1499,16 Oz Tall
217,200,FRU_L3,Frutal,2026-12-07 06:00:00.000,1674,16 Oz Tall
218,200,FRU_L3,Frutal,2026-12-08 06:00:00.000,1556,16 Oz Tall
219,200,FRU_L3,Frutal,2026-12-09 06:00:00.000,1634,16 Oz Tall
220,200,FRU_L3,Frutal,2026-12-10 06:00:00.000,1563,16 Oz Tall
221,200,FRU_L3,Frutal,2026-12-11 06:00:00.000,1446,16 Oz Tall
222,200,FRU_L3,Frutal,2026-12-12 06:00:00.000,1591,16 Oz Tall
223,200,FRU_L3,Frutal,2026-12-13 06:00:00.000,1627,16 Oz Tall
224,200,FRU_L3,Frutal,2026-12-14 06:00:00.000,1628,16 Oz Tall
225,200,FRU_L3,Frutal,2026-12-15 06:00:00.000,1714,16 Oz Tall
226,200,POU_L1,Pouso Alegre,2026-12-01 06:00:00.000,1718,9.1 Oz Sleek
227,200,POU_L1,Pouso Alegre,2026-12-02 06:00:00.000,1705,9.1 Oz Sleek
228,200,POU_L1,Pouso Alegre,2026-12-03 06:00:00.000,1656,9.1 Oz Sleek
229,200,POU_L1,Pouso Alegre,2026-12-04 06:00:00.000,1560,9.1 Oz Sleek
230,200,POU_L1,Pouso Alegre,2026-12-05 06:00:00.000,1625,9.1 Oz Sleek
231,200,POU_L1,Pouso Alegre,2026-12-06 06:00:00.000,1575,9.1 Oz Sleek
232,200,POU_L1,Pouso Alegre,2026-12-07 06:00:00.000,1596,9.1 Oz Sleek
233,200,POU_L1,Pouso Alegre,2026-12-08 06:00:00.000,1368,9.1 Oz Sleek
234,200,POU_L1,Pouso Alegre,2026-12-09 06:00:00.000,1672,9.1 Oz Sleek
235,200,POU_L1,Pouso Alegre,2026-12-10 06:00:00.000,1702,9.1 Oz Sleek
236,200,POU_L1,Pouso Alegre,2026-12-11 06:00:00.000,1629,9.1 Oz Sleek
237,200,POU_L1,Pouso Alegre,2026-12-12 06:00:00.000,1533,9.1 Oz Sleek
238,200,POU_L1,Pouso Alegre,2026-12-13 06:00:00.000,1736,9.1 Oz Sleek
239,200,POU_L1,Pouso Alegre,2026-12-14 06:00:00.000,1549,9.1 Oz Sleek
240,200,POU_L1,Pouso Alegre,2026-12-15 06:00:00.000,1650,9.1 Oz Sleek
241,200,POU_L2,Pouso Alegre,2026-12-01 06:00:00.000,1593,9.1 Oz Sleek
242,200,POU_L2,Pouso Alegre,2026-12-02 06:00:00.000,1593,9.1 Oz Sleek
243,200,POU_L2,Pouso Alegre,2026-12-03 06:00:00.000,1674,9.1 Oz Sleek
244,200,POU_L2,Pouso Alegre,2026-12-04 06:00:00.000,1661,9.1 Oz Sleek
245,200,POU_L2,Pouso Alegre,2026-12-05 06:00:00.000,1498,9.1 Oz Sleek
246,200,POU_L2,Pouso Alegre,2026-12-06 06:00:00.000,1703,9.1 Oz Sleek
247,200,POU_L2,Pouso Alegre,2026-12-07 06:00:00.000,1661,9.1 Oz Sleek
248,200,POU_L2,Pouso Alegre,2026-12-08 06:00:00.000,1608,9.1 Oz Sleek
249,200,POU_L2,Pouso Alegre,2026-12-09 06:00:00.000,1608,9.1 Oz Sleek
250,200,POU_L2,Pouso Alegre,2026-12-10 06:00:00.000,1657,9.1 Oz Sleek
251,200,POU_L2,Pouso Alegre,2026-12-11 06:00:00.000,1510,9.1 Oz Sleek
252,200,POU_L2,Pouso Alegre,2026-12-12 06:00:00.000,1521,9.1 Oz Sleek
253,200,POU_L2,Pouso Alegre,2026-12-13 06:00:00.000,1516,9.1 Oz Sleek
254,200,POU_L2,Pouso Alegre,2026-12-14 06:00:00.000,1539,9.1 Oz Sleek
255,200,POU_L2,Pouso Alegre,2026-12-15 06:00:00.000,1594,9.1 Oz Sleek
256,200,POU_L3,Pouso Alegre,2026-12-01 06:00:00.000,1628,9.1 Oz Sleek
257,200,POU_L3,Pouso Alegre,2026-12-02 06:00:00.000,1635,9.1 Oz Sleek
258,200,POU_L3,Pouso Alegre,2026-12-03 06:00:00.000,1582,9.1 Oz Sleek
259,200,POU_L3,Pouso Alegre,2026-12-04 06:00:00.000,1736,9.1 Oz Sleek
260,200,POU_L3,Pouso Alegre,2026-12-05 06:00:00.000,1576,9.1 Oz Sleek
261,200,POU_L3,Pouso Alegre,2026-12-06 06:00:00.000,1537,9.1 Oz Sleek
262,200,POU_L3,Pouso Alegre,2026-12-07 06:00:00.000,1614,9.1 Oz Sleek
263,200,POU_L3,Pouso Alegre,2026-12-08 06:00:00.000,1501,9.1 Oz Sleek
264,200,POU_L3,Pouso Alegre,2026-12-09 06:00:00.000,1665,9.1 Oz Sleek
265,200,POU_L3,Pouso Alegre,2026-12-10 06:00:00.000,1577,9.1 Oz Sleek
266,200,POU_L3,Pouso Alegre,2026-12-11 06:00:00.000,1593,9.1 Oz Sleek
267,200,POU_L3,Pouso Alegre,2026-12-12 06:00:00.000,1662,9.1 Oz Sleek
268,200,POU_L3,Pouso Alegre,2026-12-13 06:00:00.000,1613,9.1 Oz Sleek
269,200,POU_L3,Pouso Alegre,2026-12-14 06:00:00.000,1518,9.1 Oz Sleek
270,200,POU_L3,Pouso Alegre,2026-12-15 06:00:00.000,1735,9.1 Oz Sleek
271,200,GAM_L1,Gama,2026-12-01 06:00:00.000,1580,12 Oz Standard
272,200,GAM_L1,Gama,2026-12-02 06:00:00.000,1557,12 Oz Standard
273,200,GAM_L1,Gama,2026-12-03 06:00:00.000,1598,12 Oz Standard
274,200,GAM_L1,Gama,2026-12-04 06:00:00.000,1563,12 Oz Standard
275,200,GAM_L1,Gama,2026-12-05 06:00:00.000,1636,12 Oz Standard
276,200,GAM_L1,Gama,2026-12-06 06:00:00.000,1610,12 Oz Standard
277,200,GAM_L1,Gama,2026-12-07 06:00:00.000,1678,12 Oz Standard
278,200,GAM_L1,Gama,2026-12-08 06:00:00.000,1682,12 Oz Standard
279,200,GAM_L1,Gama,2026-12-09 06:00:00.000,1569,12 Oz Standard
280,200,GAM_L1,Gama,2026-12-10 06:00:00.000,1626,12 Oz Standard
281,200,GAM_L1,Gama,2026-12-11 06:00:00.000,1825,12 Oz Standard
282,200,GAM_L1,Gama,2026-12-12 06:00:00.000,1595,12 Oz Standard
283,200,GAM_L1,Gama,2026-12-13 06:00:00.000,1512,12 Oz Standard
284,200,GAM_L1,Gama,2026-12-14 06:00:00.000,1575,12 Oz Standard
285,200,GAM_L1,Gama,2026-12-15 06:00:00.000,1588,12 Oz Standard
286,200,GAM_L2,Gama,2026-12-01 06:00:00.000,1702,12 Oz Standard
287,200,GAM_L2,Gama,2026-12-02 06:00:00.000,1541,12 Oz Standard
288,200,GAM_L2,Gama,2026-12-03 06:00:00.000,1681,12 Oz Standard
289,200,GAM_L2,Gama,2026-12-04 06:00:00.000,1639,12 Oz Standard
290,200,GAM_L2,Gama,2026-12-05 06:00:00.000,1562,12 Oz Standard
291,200,GAM_L2,Gama,2026-12-06 06:00:00.000,1550,12 Oz Standard
292,200,GAM_L2,Gama,2026-12-07 06:00:00.000,1617,12 Oz Standard
293,200,GAM_L2,Gama,2026-12-08 06:00:00.000,1605,12 Oz Standard
294,200,GAM_L2,Gama,2026-12-09 06:00:00.000,1562,12 Oz Standard
295,200,GAM_L2,Gama,2026-12-10 06:00:00.000,1677,12 Oz Standard
296,200,GAM_L2,Gama,2026-12-11 06:00:00.000,1636,12 Oz Standard
297,200,GAM_L2,Gama,2026-12-12 06:00:00.000,1606,12 Oz Standard
298,200,GAM_L2,Gama,2026-12-13 06:00:00.000,1527,12 Oz Standard
299,200,GAM_L2,Gama,2026-12-14 06:00:00.000,1678,12 Oz Standard
300,200,GAM_L2,Gama,2026-12-15 06:00:00.000,1586,12 Oz Standard
301,200,GAM_L3,Gama,2026-12-01 06:00:00.000,1652,12 Oz Standard
302,200,GAM_L3,Gama,2026-12-02 06:00:00.000,1558,12 Oz Standard
303,200,GAM_L3,Gama,2026-12-03 06:00:00.000,1544,12 Oz Standard
304,200,GAM_L3,Gama,2026-12-04 06:00:00.000,1582,12 Oz Standard
305,200,GAM_L3,Gama,2026-12-05 06:00:00.000,1564,12 Oz Standard
306,200,GAM_L3,Gama,2026-12-06 06:00:00.000,1502,12 Oz Standard
307,200,GAM_L3,Gama,2026-12-07 06:00:00.000,1620,12 Oz Standard
308,200,GAM_L3,Gama,2026-12-08 06:00:00.000,1576,12 Oz Standard
309,200,GAM_L3,Gama,2026-12-09 06:00:00.000,1561,12 Oz Standard
